"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Clinical Trials cited","Relative Citation Ratio",
"ZIADK075007"," ","2016","Stolze, Brian R; Gounden, Verena; Gu, Jianghong; Elliott, Elizabeth A; Masika, Likhona S; Abel, Brent S; Merke, Deborah P; Skarulis, Monica C; Soldin, Steven J","England","1879-1220"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/26721696'>The Journal of steroid biochemistry and molecular biology</a>","J Steroid Biochem Mol Biol","162","eng","110-6","4917495","26721696","2016 09","<a href='https://www.ncbi.nlm.nih.gov/pubmed/4917495'>An improved micro-method for the measurement of steroid profiles by APPI-LC-MS/MS and its use in assessing diurnal effects on steroid concentrations and optimizing the diagnosis and treatment of adrenal insufficiency and CAH.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=26721696&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/26721696'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4917495&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/4917495'>Cited By, Google</a>"," ",1.79
"ZIADK013022"," ","2016","Li, Yanjun; Chow, Carson C; Courville, Amber B; Sumner, Anne E; Periwal, Vipul","England","1742-4682"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/26934990'>Theoretical biology & medical modelling</a>","Theor Biol Med Model","13","eng","8","4776401","26934990","2016","<a href='https://www.ncbi.nlm.nih.gov/pubmed/4776401'>Modeling glucose and free fatty acid kinetics in glucose and meal tolerance test.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=26934990&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/26934990'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4776401&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/4776401'>Cited By, Google</a>"," ",0.18
"ZIADK075071"," ","2016","Schick, Ursula M; Jain, Deepti; Hodonsky, Chani J; Morrison, Jean V; Davis, James P; Brown, Lisa; Sofer, Tamar; Conomos, Matthew P; Schurmann, Claudia; McHugh, Caitlin P; Nelson, Sarah C; Vadlamudi, Swarooparani; Stilp, Adrienne; Plantinga, Anna; Baier, Leslie; Bien, Stephanie A; Gogarten, Stephanie M; Laurie, Cecelia A; Taylor, Kent D; Liu, Yongmei; Auer, Paul L; Franceschini, Nora; Szpiro, Adam; Rice, Ken; Kerr, Kathleen F; Rotter, Jerome I; Hanson, Robert L; Papanicolaou, George; Rich, Stephen S; Loos, Ruth J F; Browning, Brian L; Browning, Sharon R; Weir, Bruce S; Laurie, Cathy C; Mohlke, Karen L; North, Kari E; Thornton, Timothy A; Reiner, Alex P","United States","1537-6605","2","<a href='https://www.ncbi.nlm.nih.gov/pubmed/26805783'>American journal of human genetics</a>","Am J Hum Genet","98","eng","229-42","4746331","26805783","2016 Feb 04","<a href='https://www.ncbi.nlm.nih.gov/pubmed/4746331'>Genome-wide Association Study of Platelet Count Identifies Ancestry-Specific Loci in Hispanic/Latino Americans.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=26805783&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/26805783'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4746331&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/4746331'>Cited By, Google</a>"," ",2.09
"ZIADK025061"," ","2016","Reinhardt, Martin; Dey, Soumyadeep; Tom Noguchi, Constance; Zhang, Yuanyuan; Krakoff, Jonathan; Thearle, Marie S","United States","1930-739X","7","<a href='https://www.ncbi.nlm.nih.gov/pubmed/27222253'>Obesity (Silver Spring, Md.)</a>","Obesity (Silver Spring)","24","eng","1530-6","4925195","27222253","2016 07","<a href='https://www.ncbi.nlm.nih.gov/pubmed/4925195'>Non-hematopoietic effects of endogenous erythropoietin on lean mass and body weight regulation.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27222253&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27222253'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4925195&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/4925195'>Cited By, Google</a>"," ",0.47
"ZICDK071013"," ","2016","Hall, Kevin D; Chen, Kong Y; Guo, Juen; Lam, Yan Y; Leibel, Rudolph L; Mayer, Laurel Es; Reitman, Marc L; Rosenbaum, Michael; Smith, Steven R; Walsh, B Timothy; Ravussin, Eric","United States","1938-3207","2","<a href='https://www.ncbi.nlm.nih.gov/pubmed/27385608'>The American journal of clinical nutrition</a>","Am J Clin Nutr","104","eng","324-33","4962163","27385608","2016 Aug","<a href='https://www.ncbi.nlm.nih.gov/pubmed/4962163'>Energy expenditure and body composition changes after an isocaloric ketogenic diet in overweight and obese men.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27385608&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27385608'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4962163&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/4962163'>Cited By, Google</a>"," ",8.62
"ZIADK075021"," ","2016","Wess, Jürgen","United States","1879-3061","9","<a href='https://www.ncbi.nlm.nih.gov/pubmed/27381463'>Trends in endocrinology and metabolism: TEM</a>","Trends Endocrinol Metab","27","eng","600-603","4992635","27381463","2016 09","<a href='https://www.ncbi.nlm.nih.gov/pubmed/4992635'>Use of Designer G Protein-Coupled Receptors to Dissect Metabolic Pathways.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27381463&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27381463'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4992635&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/4992635'>Cited By, Google</a>"," ",0.58
"ZIADK075093"," ","2016","Sylvetsky, Allison C; Blau, Jenny E; Rother, Kristina I","Germany","1573-2606","2","<a href='https://www.ncbi.nlm.nih.gov/pubmed/26936185'>Reviews in endocrine & metabolic disorders</a>","Rev Endocr Metab Disord","17","eng","187-94","5010791","26936185","2016 06","<a href='https://www.ncbi.nlm.nih.gov/pubmed/5010791'>Understanding the metabolic and health effects of low-calorie sweeteners: methodological considerations and implications for future research.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=26936185&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/26936185'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5010791&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/5010791'>Cited By, Google</a>"," ",1.6
"ZICDK071013"," ","2016","Shomaker, Lauren B; Kelly, Nichole R; Pickworth, Courtney K; Cassidy, Omni L; Radin, Rachel M; Shank, Lisa M; Vannucci, Anna; Thompson, Katherine A; Armaiz-Flores, Sara A; Brady, Sheila M; Demidowich, Andrew P; Galescu, Ovidiu A; Courville, Amber B; Olsen, Cara; Chen, Kong Y; Stice, Eric; Tanofsky-Kraff, Marian; Yanovski, Jack A","England","1532-4796","5","<a href='https://www.ncbi.nlm.nih.gov/pubmed/27333897'>Annals of behavioral medicine : a publication of the Society of Behavioral Medicine</a>","Ann Behav Med","50","eng","762-774","5055426","27333897","2016 10","<a href='https://www.ncbi.nlm.nih.gov/pubmed/5055426'>A Randomized Controlled Trial to Prevent Depression and Ameliorate Insulin Resistance in Adolescent Girls at Risk for Type 2 Diabetes.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27333897&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27333897'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5055426&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/5055426'>Cited By, Google</a>"," ",1.06
"ZIDDK070013"," ","2016","Sylvetsky, Allison C; Brown, Rebecca J; Blau, Jenny E; Walter, Mary; Rother, Kristina I","England","1743-7075"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/27777606'>Nutrition & metabolism</a>","Nutr Metab (Lond)","13","eng","71","5073441","27777606","2016","<a href='https://www.ncbi.nlm.nih.gov/pubmed/5073441'>Hormonal responses to non-nutritive sweeteners in water and diet soda.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27777606&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27777606'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5073441&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/5073441'>Cited By, Google</a>"," ",3.94
"ZIADK047052"," ","2016","Meehan, Cristina Adelia; Cochran, Elaine; Kassai, Andrea; Brown, Rebecca J; Gorden, Phillip","England","1751-2441","1","<a href='https://www.ncbi.nlm.nih.gov/pubmed/26465174'>Expert review of clinical pharmacology</a>","Expert Rev Clin Pharmacol","9","eng","59-68","4931926","26465174","2016","<a href='https://www.ncbi.nlm.nih.gov/pubmed/4931926'>Metreleptin for injection to treat the complications of leptin deficiency in patients with congenital or acquired generalized lipodystrophy.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=26465174&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/26465174'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4931926&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/4931926'>Cited By, Google</a>"," ",1.73
"ZIADK013037"," ","2016","Freedhoff, Yoni; Hall, Kevin D","England","1474-547X","10047","<a href='https://www.ncbi.nlm.nih.gov/pubmed/27597452'>Lancet (London, England)</a>","Lancet","388","eng","849-51"," ","27597452","2016 Aug 27","Weight loss diet studies: we need help not hype.","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27597452&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27597452'>Related, Google Scholar</a>"," ","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/'>Cited By, Google</a>"," ",1.51
"ZIADK060103"," ","2016","Schueler, Ulrike; Kaneski, Christine; Remaley, Alan; Demosky, Stephen; Dwyer, Nancy; Blanchette-Mackie, Joan; Hanover, John; Brady, Roscoe","Germany","2192-8304"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/26683465'>JIMD reports</a>","JIMD Rep","29","eng","69-75","5059196","26683465","2016","<a href='https://www.ncbi.nlm.nih.gov/pubmed/5059196'>A Short Synthetic Peptide Mimetic of Apolipoprotein A1 Mediates Cholesterol and Globotriaosylceramide Efflux from Fabry Fibroblasts.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=26683465&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/26683465'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5059196&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/5059196'>Cited By, Google</a>"," ",0.22
"ZIADK075137"," ","2016","Ha, Joon; Satin, Leslie S; Sherman, Arthur S","United States","1945-7170","2","<a href='https://www.ncbi.nlm.nih.gov/pubmed/26709417'>Endocrinology</a>","Endocrinology","157","eng","624-35","4733125","26709417","2016 Feb","<a href='https://www.ncbi.nlm.nih.gov/pubmed/4733125'>A Mathematical Model of the Pathogenesis, Prevention, and Reversal of Type 2 Diabetes.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=26709417&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/26709417'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4733125&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/4733125'>Cited By, Google</a>"," ",1.76
"ZIADK060103"," ","2016","Kaneski, Christine R; Brady, Roscoe O; Hanover, John A; Schueler, Ulrike H","United States","1096-7206","1-2","<a href='https://www.ncbi.nlm.nih.gov/pubmed/27471012'>Molecular genetics and metabolism</a>","Mol Genet Metab","119","eng","144-50","5031533","27471012","2016 09","<a href='https://www.ncbi.nlm.nih.gov/pubmed/5031533'>Development of a model system for neuronal dysfunction in Fabry disease.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27471012&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27471012'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5031533&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/5031533'>Cited By, Google</a>"," ",0.35
"ZIADK047052"," ","2016","Chan, Jean L; Koda, Joy; Heilig, Joseph S; Cochran, Elaine K; Gorden, Phillip; Oral, Elif A; Brown, Rebecca J","England","1365-2265","1","<a href='https://www.ncbi.nlm.nih.gov/pubmed/26589105'>Clinical endocrinology</a>","Clin Endocrinol (Oxf)","85","eng","137-49","4875885","26589105","2016 07","<a href='https://www.ncbi.nlm.nih.gov/pubmed/4875885'>Immunogenicity associated with metreleptin treatment in patients with obesity or lipodystrophy.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=26589105&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/26589105'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4875885&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/4875885'>Cited By, Google</a>"," ",1.34
"ZIADK013037"," ","2016","Hall, Kevin D; Chen, Kong Y; Guo, Juen; Lam, Yan Y; Leibel, Rudolph L; Mayer, Laurel Es; Reitman, Marc L; Rosenbaum, Michael; Smith, Steven R; Walsh, B Timothy; Ravussin, Eric","United States","1938-3207","2","<a href='https://www.ncbi.nlm.nih.gov/pubmed/27385608'>The American journal of clinical nutrition</a>","Am J Clin Nutr","104","eng","324-33","4962163","27385608","2016 Aug","<a href='https://www.ncbi.nlm.nih.gov/pubmed/4962163'>Energy expenditure and body composition changes after an isocaloric ketogenic diet in overweight and obese men.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27385608&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27385608'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4962163&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/4962163'>Cited By, Google</a>"," ",8.62
"ZIADK069091"," ","2016","Chang, Douglas C; Piaggi, Paolo; Burkholder, Joushua E; Votruba, Susanne B; Krakoff, Jonathan; Gluck, Marci E","United States","1873-507X"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/27746259'>Physiology & behavior</a>","Physiol Behav","167","eng","392-398","5159212","27746259","2016 12 01","<a href='https://www.ncbi.nlm.nih.gov/pubmed/5159212'>Higher insulin and higher body fat via leptin are associated with disadvantageous decisions in the Iowa gambling task.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27746259&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27746259'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5159212&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/5159212'>Cited By, Google</a>"," ",0.07
"ZIADK075071"," ","2016","Traurig, Michael; Hanson, Robert L; Marinelarena, Alejandra; Kobes, Sayuko; Piaggi, Paolo; Cole, Shelley; Curran, Joanne E; Blangero, John; Göring, Harald; Kumar, Satish; Nelson, Robert G; Howard, Barbara V; Knowler, William C; Baier, Leslie J; Bogardus, Clifton","United States","1939-327X","2","<a href='https://www.ncbi.nlm.nih.gov/pubmed/26487785'>Diabetes</a>","Diabetes","65","eng","510-9","4747458","26487785","2016 Feb","<a href='https://www.ncbi.nlm.nih.gov/pubmed/4747458'>Analysis of SLC16A11 Variants in 12,811 American Indians: Genotype-Obesity Interaction for Type 2 Diabetes and an Association With RNASEK Expression.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=26487785&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/26487785'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4747458&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/4747458'>Cited By, Google</a>"," ",0.7
"ZIADK075093"," ","2016","Sylvetsky, Allison C; Rother, Kristina I","United States","1873-507X","Pt B","<a href='https://www.ncbi.nlm.nih.gov/pubmed/27039282'>Physiology & behavior</a>","Physiol Behav","164","eng","446-450","5578610","27039282","2016 Oct 01","<a href='https://www.ncbi.nlm.nih.gov/pubmed/5578610'>Trends in the consumption of low-calorie sweeteners.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=27039282&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/27039282'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5578610&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/5578610'>Cited By, Google</a>"," ",7.47
"ZIADK075021"," ","2016","Nakajima, Ken-ichiro; Cui, Zhenzhong; Li, Chia; Meister, Jaroslawna; Cui, Yinghong; Fu, Ou; Smith, Adam S; Jain, Shalini; Lowell, Bradford B; Krashes, Michael J; Wess, Jürgen","England","2041-1723"," ","<a href='https://www.ncbi.nlm.nih.gov/pubmed/26743492'>Nature communications</a>","Nat Commun","7","eng","10268","4729878","26743492","2016 Jan 08","<a href='https://www.ncbi.nlm.nih.gov/pubmed/4729878'>Gs-coupled GPCR signalling in AgRP neurons triggers sustained increase in food intake.</a>","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=26743492&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/26743492'>Related, Google Scholar</a>","<a href='https://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=4729878&action=cited'>Cited By, PMC</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/4729878'>Cited By, Google</a>"," ",2.64
"ZIADK075105"," ","2016","Chung, Stephanie T; Sumner, Anne E","England","1759-5037","3","<a href='https://www.ncbi.nlm.nih.gov/pubmed/26794440'>Nature reviews. Endocrinology</a>","Nat Rev Endocrinol","12","eng","131-2"," ","26794440","2016 Mar","Diabetes: T2DM risk prediction in populations of African descent.","<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=26794440&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/26794440'>Related, Google Scholar</a>"," ","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/'>Cited By, Google</a>"," ",0.38
